datetime,symbol,exchange,interval,datetime,open,high,low,close,volume,turnover,transaction,open_interest,ZigZag,ZigZag_Change,淨值比,淨值比最大值,淨值比最小值,淨值,每股盈餘,每股盈餘_TTM,每股盈餘_TTM_YoY,每股盈餘_TTM_Change,每股盈餘_YTD_YoY,本益比,本益比最大值,本益比最小值
2012-12-04,2330,twse,d,2012-12-04,96.9,97.2,95.3,96.6,43075268,0.0,13639,0,,,3.463312949867399,3.484824210425582,3.4167052186580036,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.046728971962619,15.140186915887853,14.844236760124613
2012-12-05,2330,twse,d,2012-12-05,94.6,97.1,94.6,96.9,60542922,0.0,15177,0,,,3.474068580146491,3.4812390003325513,3.3916087480067905,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.093457943925237,15.124610591900312,14.735202492211839
2012-12-06,2330,twse,d,2012-12-06,96.6,96.9,96.1,96.6,33501484,0.0,9439,0,,,3.463312949867399,3.474068580146491,3.445386899402247,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.046728971962619,15.093457943925237,14.968847352024923
2012-12-07,2330,twse,d,2012-12-07,97.1,98.5,97.1,98.1,37114121,0.0,11574,0,,,3.5170911012628556,3.5314319416349775,3.4812390003325513,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.280373831775702,15.342679127725859,15.124610591900312
2012-12-10,2330,twse,d,2012-12-10,97.9,98.0,96.5,96.5,30865940,0.0,8883,0,,,3.459727739774369,3.5135058911698254,3.459727739774369,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.03115264797508,15.264797507788165,15.03115264797508
2012-12-11,2330,twse,d,2012-12-11,97.3,98.3,96.7,98.3,40668489,0.0,12010,0,,,3.5242615214489166,3.5242615214489166,3.46689815996043,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.31152647975078,15.31152647975078,15.062305295950159
2012-12-12,2330,twse,d,2012-12-12,98.3,98.5,97.2,98.4,42272408,0.0,10100,0,,,3.5278467315419473,3.5314319416349775,3.484824210425582,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.32710280373832,15.342679127725859,15.140186915887853
2012-12-13,2330,twse,d,2012-12-13,98.3,99.4,97.9,99.2,45585236,0.0,11536,0,,,3.5565284122861907,3.5636988324722516,3.509920681076795,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.451713395638633,15.48286604361371,15.249221183800627
2012-12-14,2330,twse,d,2012-12-14,98.2,98.6,97.5,98.4,34112762,0.0,9201,0,,,3.5278467315419473,3.535017151728008,3.495579840704673,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.32710280373832,15.358255451713397,15.18691588785047
2012-12-17,2330,twse,d,2012-12-17,96.4,97.7,96.2,97.0,46715917,0.0,12256,0,,,3.477653790239521,3.502750260890734,3.4489721094952777,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.109034267912774,15.218068535825548,14.984423676012463
2012-12-18,2330,twse,d,2012-12-18,95.0,96.7,95.0,96.7,35430802,0.0,10534,0,,,3.46689815996043,3.46689815996043,3.4059495883789124,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.062305295950159,15.062305295950159,14.797507788161996
2012-12-19,2330,twse,d,2012-12-19,96.7,97.3,96.2,97.3,27889579,0.0,8341,0,,,3.4884094205186122,3.4884094205186122,3.4489721094952777,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.155763239875391,15.155763239875391,14.984423676012463
2012-12-20,2330,twse,d,2012-12-20,96.1,96.9,95.1,96.0,35517115,0.0,10738,0,,,3.4418016893092167,3.474068580146491,3.4095347984719426,27.89236820302322,1.6199999999999992,6.419999999999999,,,,14.953271028037385,15.093457943925237,14.813084112149534
2012-12-21,2330,twse,d,2012-12-21,95.1,96.5,94.6,94.8,34754207,0.0,10874,0,,,3.3987791681928514,3.459727739774369,3.3916087480067905,27.89236820302322,1.6199999999999992,6.419999999999999,,,,14.766355140186917,15.03115264797508,14.735202492211839
2012-12-22,2330,twse,d,2012-12-22,95.7,96.2,95.0,95.7,8384951,0.0,3112,0,,,3.4310460590301255,3.4489721094952777,3.4059495883789124,27.89236820302322,1.6199999999999992,6.419999999999999,,,,14.90654205607477,14.984423676012463,14.797507788161996
2012-12-24,2330,twse,d,2012-12-24,96.0,96.4,95.1,95.2,17215850,0.0,5291,0,,,3.4131200085649733,3.4561425296813386,3.4095347984719426,27.89236820302322,1.6199999999999992,6.419999999999999,,,,14.828660436137074,15.015576323987542,14.813084112149534
2012-12-25,2330,twse,d,2012-12-25,96.0,97.3,95.6,96.5,16006069,0.0,5358,0,,,3.459727739774369,3.4884094205186122,3.427460848937095,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.03115264797508,15.155763239875391,14.89096573208723
2012-12-26,2330,twse,d,2012-12-26,96.5,97.3,96.0,96.0,12055449,0.0,5045,0,,,3.4418016893092167,3.4884094205186122,3.4418016893092167,27.89236820302322,1.6199999999999992,6.419999999999999,,,,14.953271028037385,15.155763239875391,14.953271028037385
2012-12-27,2330,twse,d,2012-12-27,96.2,96.7,95.5,95.6,24204700,0.0,5925,0,,,3.427460848937095,3.46689815996043,3.4238756388440645,27.89236820302322,1.6199999999999992,6.419999999999999,,,,14.89096573208723,15.062305295950159,14.875389408099691
2012-12-28,2330,twse,d,2012-12-28,96.8,97.0,95.9,97.0,25705388,0.0,7825,0,,,3.477653790239521,3.477653790239521,3.4382164792161864,27.89236820302322,1.6199999999999992,6.419999999999999,,,,15.109034267912774,15.109034267912774,14.937694704049848
2013-01-02,2330,twse,d,2013-01-02,97.6,99.9,97.1,99.6,40647121,0.0,14353,0,,,3.3597281611543193,3.3698478242903267,3.2753976350209277,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,14.954954954954955,15.000000000000002,14.57957957957958
2013-01-03,2330,twse,d,2013-01-03,100.5,102.0,100.0,101.0,44335846,0.0,12616,0,,,3.406953255789019,3.4406854662423756,3.3732210453356624,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.165165165165167,15.315315315315317,15.015015015015017
2013-01-04,2330,twse,d,2013-01-04,100.5,101.5,100.0,101.5,39502577,0.0,10276,0,,,3.4238193610156973,3.4238193610156973,3.3732210453356624,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.240240240240242,15.240240240240242,15.015015015015017
2013-01-07,2330,twse,d,2013-01-07,101.0,101.0,99.1,100.5,42328657,0.0,9042,0,,,3.3900871505623407,3.406953255789019,3.342862055927641,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.090090090090092,15.165165165165167,14.87987987987988
2013-01-08,2330,twse,d,2013-01-08,99.6,100.0,98.9,99.7,31218717,0.0,9463,0,,,3.3631013821996554,3.3732210453356624,3.33611561383697,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,14.969969969969972,15.015015015015017,14.849849849849852
2013-01-09,2330,twse,d,2013-01-09,100.5,100.5,99.2,100.0,26417262,0.0,7616,0,,,3.3732210453356624,3.3900871505623407,3.346235276972977,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.015015015015017,15.090090090090092,14.894894894894897
2013-01-10,2330,twse,d,2013-01-10,99.9,101.0,99.5,101.0,41234333,0.0,8304,0,,,3.406953255789019,3.406953255789019,3.356354940108984,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.165165165165167,15.165165165165167,14.939939939939942
2013-01-11,2330,twse,d,2013-01-11,101.5,101.5,100.5,101.0,22993851,0.0,7982,0,,,3.406953255789019,3.4238193610156973,3.3900871505623407,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.165165165165167,15.240240240240242,15.090090090090092
2013-01-14,2330,twse,d,2013-01-14,101.0,102.0,100.0,102.0,23575867,0.0,6414,0,,,3.4406854662423756,3.4406854662423756,3.3732210453356624,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.315315315315317,15.315315315315317,15.015015015015017
2013-01-15,2330,twse,d,2013-01-15,102.0,102.0,99.8,100.5,36015126,0.0,10021,0,,,3.3900871505623407,3.4406854662423756,3.366474603244991,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.090090090090092,15.315315315315317,14.984984984984987
2013-01-16,2330,twse,d,2013-01-16,100.5,100.5,99.2,99.2,35496359,0.0,8742,0,,,3.346235276972977,3.3900871505623407,3.346235276972977,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,14.894894894894897,15.090090090090092,14.894894894894897
2013-01-17,2330,twse,d,2013-01-17,100.5,101.0,98.5,99.3,40526293,0.0,9034,0,,,3.3496084980183127,3.406953255789019,3.3226227296556274,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,14.909909909909912,15.165165165165167,14.789789789789792
2013-01-18,2330,twse,d,2013-01-18,101.5,101.5,100.5,101.5,49874215,0.0,11823,0,,,3.4238193610156973,3.4238193610156973,3.3900871505623407,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.240240240240242,15.240240240240242,15.090090090090092
2013-01-21,2330,twse,d,2013-01-21,101.0,101.0,100.0,100.5,17310236,0.0,5625,0,,,3.3900871505623407,3.406953255789019,3.3732210453356624,29.645255575016492,1.53,6.659999999999999,,0.03738317757009346,0.18604651162790686,15.090090090090092,15.165165165165167,15.015015015015017
